scene,method,tp,tn,fp,fn,accuracy,precision,recall,f1,dice,iou
scene4,kmeans_rgb_extra_xy_k5,29210,242449,3169,9738,0.9546432110652713,0.9021279224188518,0.7499743247406799,0.8190446815371459,0.8190446815371459,0.693544174561341
scene4,kmeans_rgb_extra_xy_k6,26478,242633,2985,12470,0.945689224995256,0.8986864881376642,0.6798295162781144,0.7740860387949308,0.7740860387949308,0.6314358619702859
scene4,extra_simple_range_70_90,29007,238206,7412,9941,0.9390194190451424,0.7964798594140421,0.7447622470986957,0.7697533403213608,0.7697533403213608,0.6256902502157032
scene4,kmeans_rgb_extra_xy_k2,28127,220772,24846,10821,0.8746617656360914,0.5309686066486701,0.7221680188969909,0.6119820280458219,0.6119820280458219,0.44090353324764087
scene4,dbscan_extra_candidates,35307,201786,43832,3641,0.8331740264121504,0.446139071759815,0.9065163808154463,0.5979828431580106,0.5979828431580106,0.42651606668277364
scene4,kmeans_rgb_extra_k5,18081,231668,13950,20867,0.8776487704082708,0.5644844057319471,0.46423436376707405,0.5094746333422561,0.5094746333422561,0.3418087640364475
scene4,extra_otsu_dark_largest,37949,125991,119627,999,0.5761053674718695,0.24082982180027415,0.974350415939201,0.3862021941340498,0.3862021941340498,0.23931262809396184
scene4,kmeans_rgb_extra_xy_k4,3180,176102,69516,35768,0.6300190465480767,0.04374380983823044,0.08164732463797884,0.056966787288165954,0.056966787288165954,0.029318483552146335
scene4,kmeans_rgb_extra_xy_k3,3177,175902,69716,35771,0.629305679526015,0.043584431975635524,0.08157029886001849,0.0568127967382266,0.0568127967382266,0.02923691378929544
